Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2020,PSE,LBY,State of Palestine,Libya,ASY,Aljufra,U,I,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,LBY,State of Palestine,Libya,ASY,Alkufra,U,I,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6
2020,PSE,LBY,State of Palestine,Libya,ASY,Almargeb,U,I,0,12,5,19,0,0,36,6,7,5,17,0,0,35,71
2020,PSE,LBY,State of Palestine,Libya,ASY,Almarj,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,LBY,State of Palestine,Libya,ASY,Azzawya,U,I,7,16,0,13,0,0,36,6,9,9,26,0,0,50,86
2020,PSE,LBY,State of Palestine,Libya,ASY,Benghazi,U,I,0,17,22,81,27,0,147,0,22,14,63,31,0,130,277
2020,PSE,LBY,State of Palestine,Libya,ASY,Dispersed in the country / territory,U,I,5,0,0,12,5,0,22,0,6,0,18,5,0,29,51
2020,PSE,LBY,State of Palestine,Libya,ASY,Ejdabia,U,I,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2020,PSE,LBY,State of Palestine,Libya,ASY,Misrata,U,I,8,7,8,41,5,0,69,5,10,11,37,5,0,68,137
2020,PSE,LBY,State of Palestine,Libya,ASY,Sebha,U,I,0,0,0,7,5,0,12,0,0,0,5,0,0,5,17
2020,PSE,LBY,State of Palestine,Libya,ASY,Sirte,U,I,0,9,0,6,0,0,15,0,7,0,5,0,0,12,27
2020,PSE,LBY,State of Palestine,Libya,ASY,Tripoli,U,I,60,125,87,329,57,0,658,70,136,96,351,82,0,735,1393
2020,PSE,LBY,State of Palestine,Libya,ASY,Ubari,U,I,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2020,PSE,LBY,State of Palestine,Libya,ASY,Zwara,U,I,7,6,0,18,0,0,31,7,7,0,16,5,0,35,66
2020,PSE,LBY,State of Palestine,Libya,REF,Al Jabal Al Gharbi,U,I,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7
2020,PSE,LBY,State of Palestine,Libya,REF,Aljfara,U,I,0,5,8,25,5,0,43,5,8,0,22,5,0,40,83
2020,PSE,LBY,State of Palestine,Libya,REF,Almargeb,U,I,5,0,0,15,0,0,20,0,0,0,13,5,0,18,38
2020,PSE,LBY,State of Palestine,Libya,REF,Almarj,U,I,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2020,PSE,LBY,State of Palestine,Libya,REF,Benghazi,U,I,0,43,31,153,27,0,254,0,41,43,161,33,0,278,532
2020,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
2020,PSE,LBY,State of Palestine,Libya,REF,Misrata,U,I,0,0,8,23,0,0,31,0,0,11,19,5,0,35,66
2020,PSE,LBY,State of Palestine,Libya,REF,Sebha,U,I,0,0,7,13,0,0,20,0,6,7,14,0,0,27,47
2020,PSE,LBY,State of Palestine,Libya,REF,Sirte,U,I,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2020,PSE,LBY,State of Palestine,Libya,REF,Tripoli,U,I,5,22,20,155,31,0,233,5,23,22,161,22,0,233,466
2020,PSE,LBY,State of Palestine,Libya,REF,Zwara,U,I,0,0,0,12,0,0,12,0,0,0,8,5,0,13,25
2020,PSE,LBN,State of Palestine,Lebanon,OOC,Beirut : Mohafazah - Governorate,U,U,0,0,0,9,0,0,9,0,0,6,0,0,0,6,15
2020,PSE,LBN,State of Palestine,Lebanon,OOC,Beqaa : Mohafazah - Governorate,U,U,5,47,32,109,7,0,200,0,44,33,31,5,0,113,313
2020,PSE,LBN,State of Palestine,Lebanon,OOC,Mount Lebanon : Mohafazah - Governorate,U,U,0,10,9,21,5,0,45,0,12,6,6,0,0,24,69
2020,PSE,LBN,State of Palestine,Lebanon,OOC,North : Mohafazah - Governorate,U,U,0,35,20,104,7,0,166,5,24,25,41,6,0,101,267
2020,PSE,LBN,State of Palestine,Lebanon,OOC,South : Mohafazah - Governorate,U,U,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2020,PSE,LKA,State of Palestine,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,LKA,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,LUX,State of Palestine,Luxembourg,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,5,5,0,0,0,0,0,22,22,27
2020,PSE,LVA,State of Palestine,Latvia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020,PSE,MRT,State of Palestine,Mauritania,ASY,Nouakchott and Nouadhibou : Regional grouping,U,I,5,0,0,0,0,0,5,0,0,0,25,0,0,25,30
2020,PSE,MRT,State of Palestine,Mauritania,REF,Nouakchott and Nouadhibou : Regional grouping,U,I,6,6,6,16,0,0,34,0,6,6,23,5,0,40,74
2020,PSE,MDA,State of Palestine,Republic of Moldova,REF,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,MEX,State of Palestine,Mexico,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,PSE,MYS,State of Palestine,Malaysia,ASY,Kuala Lumpur : Wilayah Persekutuan - Federal territory,U,I,20,28,17,78,7,0,150,15,37,25,300,13,0,390,540
2020,PSE,MYS,State of Palestine,Malaysia,REF,Kuala Lumpur : Wilayah Persekutuan - Federal territory,U,I,11,11,11,36,5,0,74,7,16,11,103,5,0,142,216
2020,PSE,MNE,State of Palestine,Montenegro,ASY,Podgorica : Opstina - Municipality,U,C,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2020,PSE,MAR,State of Palestine,Morocco,ASY,Dispersed in the country / territory,U,I,0,6,0,9,0,0,15,0,7,0,111,5,0,123,138
2020,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,U,I,0,6,0,11,5,0,22,0,0,7,48,5,0,60,82
2020,PSE,MLT,State of Palestine,Malta,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2020,PSE,MLT,State of Palestine,Malta,REF,Community,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2020,PSE,NLD,State of Palestine,Netherlands,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,6,6,0,0,0,0,0,15,15,21
2020,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2020,PSE,NGA,State of Palestine,Nigeria,ASY,FCT Abuja,U,I,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2020,PSE,NGA,State of Palestine,Nigeria,ASY,Lagos : State,U,I,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
2020,PSE,NGA,State of Palestine,Nigeria,REF,Kano,U,I,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
2020,PSE,NGA,State of Palestine,Nigeria,REF,Lagos : State,U,I,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2020,PSE,NZL,State of Palestine,New Zealand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2020,PSE,PAK,State of Palestine,Pakistan,REF,Islamabad : Federal capital territory,U,I,0,0,0,0,0,0,0,0,0,5,11,0,0,16,16
2020,PSE,PAK,State of Palestine,Pakistan,REF,Punjab : Province,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2020,PSE,PER,State of Palestine,Peru,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2020,PSE,PER,State of Palestine,Peru,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2020,PSE,PHL,State of Palestine,Philippines,ASY,National Capital Region (NCR) : Region,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2020,PSE,PHL,State of Palestine,Philippines,REF,CALABARZON (Region IV-A ) : Region,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2020,PSE,PHL,State of Palestine,Philippines,REF,Central Luzon (Region III) : Region,U,I,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2020,PSE,PHL,State of Palestine,Philippines,REF,Ilocos Region,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2020,PSE,PHL,State of Palestine,Philippines,REF,National Capital Region (NCR) : Region,U,I,0,0,0,0,0,0,0,0,0,0,22,0,0,22,22
2020,PSE,PHL,State of Palestine,Philippines,REF,Western Visayas (Region VI) : Region,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2020,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2020,PSE,POL,State of Palestine,Poland,REF,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,PSE,PRT,State of Palestine,Portugal,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2020,PSE,PRT,State of Palestine,Portugal,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,PSE,QAT,State of Palestine,Qatar,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020,PSE,ROU,State of Palestine,Romania,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8
2020,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,5,5,11,0,0,21,0,5,0,29,0,0,34,55
2020,PSE,ZAF,State of Palestine,South Africa,ASY,Dispersed in the country / territory,U,I,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2020,PSE,ZAF,State of Palestine,South Africa,REF,Dispersed in the country / territory,U,I,0,0,7,10,0,0,17,0,0,5,15,0,0,20,37
2020,PSE,RUS,State of Palestine,Russian Federation,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,PSE,SAU,State of Palestine,Saudi Arabia,ASY,Dispersed in the country / territory,U,I,0,5,0,7,0,0,12,0,5,0,10,0,0,15,27
2020,PSE,SAU,State of Palestine,Saudi Arabia,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
2020,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2020,PSE,SOM,State of Palestine,Somalia,REF,Woqooyi Galbeed : Gobolka - Region,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2020,PSE,ESP,State of Palestine,Spain,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,243,243,0,0,0,0,0,297,297,540
2020,PSE,ESP,State of Palestine,Spain,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295
2020,PSE,SRB,State of Palestine,Serbia,ASY,Dispersed in the country / territory,R,P,0,0,0,0,0,0,0,0,0,5,15,0,0,20,20
2020,PSE,SDN,State of Palestine,Sudan,OOC,Khartoum : Wilayat - State,U,I,5,11,11,45,5,0,77,0,21,10,56,7,0,94,171
2020,PSE,SVK,State of Palestine,Slovakia,REF,Slovakia : Dispersed in country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2020,PSE,SVN,State of Palestine,Slovenia,ASY,Ljubljana : Obcine - Municipality,U,P,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2020,PSE,SVN,State of Palestine,Slovenia,REF,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2020,PSE,SWE,State of Palestine,Sweden,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,272,272,0,0,0,0,0,426,426,698
2020,PSE,SWE,State of Palestine,Sweden,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256
2020,PSE,THA,State of Palestine,Thailand,ASY,Bangkok : Metropolitan administration,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,THA,State of Palestine,Thailand,REF,Bangkok : Metropolitan administration,U,I,5,23,12,49,13,0,102,5,20,11,139,13,0,188,290
2020,PSE,TUN,State of Palestine,Tunisia,ASY,Tunis,U,I,0,0,0,0,0,0,0,0,0,0,8,5,0,13,13
2020,PSE,TUN,State of Palestine,Tunisia,REF,Bizerte,U,I,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2020,PSE,TUN,State of Palestine,Tunisia,REF,Nabeul,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,TUN,State of Palestine,Tunisia,REF,Sfax,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,TUN,State of Palestine,Tunisia,REF,Sousse,U,I,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9
2020,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,ARE,State of Palestine,United Arab Emirates,OOC,Abu Dhabi : Emirate,U,I,0,7,0,0,0,0,7,0,0,7,0,0,0,7,14
2020,PSE,ARE,State of Palestine,United Arab Emirates,REF,Abu Dhabi : Emirate,U,I,0,0,0,5,0,0,5,5,0,0,5,0,0,10,15
2020,PSE,UGA,State of Palestine,Uganda,REF,Kampala : City,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2020,PSE,UKR,State of Palestine,Ukraine,ASY,Dispersed in the country / territory,U,I,0,0,0,5,0,0,5,0,0,0,35,0,0,35,40
2020,PSE,UKR,State of Palestine,Ukraine,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
2020,PSE,USA,State of Palestine,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2020,PSE,USA,State of Palestine,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2020,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2020,PSE,YEM,State of Palestine,Yemen,ASY,Aden: Muhafazah - Governorate,U,I,0,0,0,9,0,0,9,0,0,0,8,0,0,8,17
2020,PSE,YEM,State of Palestine,Yemen,ASY,Al Hudaydah: Muhafazah - Governorate,U,I,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2020,PSE,YEM,State of Palestine,Yemen,ASY,Amanat Al Asimah: Muhafazah - Governorate,U,I,5,15,18,78,13,0,129,5,18,15,79,20,0,137,266
2020,PSE,YEM,State of Palestine,Yemen,ASY,Dhamar : Muhafazah - Governorate,U,I,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2020,PSE,YEM,State of Palestine,Yemen,ASY,Sanaa: Muhafazah - Governorate,U,I,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2020,PSE,YEM,State of Palestine,Yemen,OOC,Amanat Al Asimah: Muhafazah - Governorate,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,YEM,State of Palestine,Yemen,REF,Aden: Muhafazah - Governorate,U,I,0,0,0,19,0,0,19,0,5,0,29,0,0,34,53
2020,PSE,YEM,State of Palestine,Yemen,REF,Al Dhale'e : Muhafazah - Governorate,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2020,PSE,YEM,State of Palestine,Yemen,REF,Al Mahwit: Muhafazah - Governorate,U,I,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2020,PSE,YEM,State of Palestine,Yemen,REF,Al-Bayda : Muhafazah - Governorate,U,I,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2020,PSE,YEM,State of Palestine,Yemen,REF,Amanat Al Asimah: Muhafazah - Governorate,U,I,0,17,37,144,24,0,222,5,13,20,172,51,0,261,483
2020,PSE,YEM,State of Palestine,Yemen,REF,Amran : Muhafazah - Governorate,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2020,PSE,YEM,State of Palestine,Yemen,REF,Dhamar : Muhafazah - Governorate,U,I,0,0,5,10,0,0,15,0,5,0,12,0,0,17,32
2020,PSE,YEM,State of Palestine,Yemen,REF,Ibb: Muhafazah - Governorate,U,I,0,0,0,6,0,0,6,0,0,0,7,0,0,7,13
2020,PSE,YEM,State of Palestine,Yemen,REF,Lahj : Muhafazah - Governorate,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2020,PSE,YEM,State of Palestine,Yemen,REF,Sanaa: Muhafazah - Governorate,U,I,0,0,7,0,0,0,7,0,5,0,5,0,0,10,17
2020,PSE,ZMB,State of Palestine,Zambia,REF,Lusaka : District,U,I,0,0,0,5,0,0,5,0,0,0,9,0,0,9,14
2021,PSE,ALB,State of Palestine,Albania,REF,Tirana Urban : Point,U,I,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8
2021,PSE,DZA,State of Palestine,Algeria,REF,Dispersed in the country / territory,U,U,7,13,8,37,5,0,70,7,10,8,84,6,0,115,185
2021,PSE,EGY,State of Palestine,Egypt,REF,Cairo : Muhafazah - Governorate,U,I,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2021,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,V,I,0,0,0,0,0,35001,35001,0,0,0,0,0,35001,35001,70002
2021,PSE,EGY,State of Palestine,Egypt,REF,Giza : Muhafazah - Governorate,U,I,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9
2021,PSE,ARG,State of Palestine,Argentina,ASY,Dispersed in the country / territory,V,I,0,5,0,0,0,0,5,0,0,0,7,0,0,7,12
2021,PSE,ARG,State of Palestine,Argentina,REF,Dispersed in the country / territory,V,I,0,0,0,5,0,0,5,0,0,0,16,0,0,16,21
2021,PSE,ARM,State of Palestine,Armenia,REF,Yerevan : City,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2021,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
2021,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
2021,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku : Municipality,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,PSE,BHR,State of Palestine,Bahrain,ASY,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2021,PSE,BEL,State of Palestine,Belgium,ASY,Dispersed in the country / territory,V,C,0,0,0,0,0,525,525,0,0,0,0,0,1505,1505,2030
2021,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109
2021,PSE,BLR,State of Palestine,Belarus,ASY,Vitebsk : Oblast - Region,U,P,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6
2021,PSE,BRA,State of Palestine,Brazil,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
2021,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
2021,PSE,BIH,State of Palestine,Bosnia and Herzegovina,OOC,Federation of Bosnia and Herzegovina : Entity,U,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021,PSE,BIH,State of Palestine,Bosnia and Herzegovina,REF,Federation of Bosnia and Herzegovina : Entity,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,U,I,5,18,15,54,12,0,104,0,19,19,93,7,0,138,242
2021,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,U,I,50,82,24,217,14,26,413,39,102,18,345,8,64,576,989
2021,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385
2021,PSE,CHN,State of Palestine,China,ASY,Fujian : Province,U,I,0,5,0,0,0,0,5,0,0,0,5,0,0,5,10
2021,PSE,CHN,State of Palestine,China,REF,Guangdong : Province,U,I,6,0,0,0,0,0,6,0,6,0,0,0,0,6,12
2021,PSE,CHL,State of Palestine,Chile,ASY,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2021,PSE,CHL,State of Palestine,Chile,REF,Dispersed in the country / territory,V,I,0,0,0,8,0,0,8,0,0,0,7,0,0,7,15
2021,PSE,COD,State of Palestine,Democratic Republic of the Congo,ASY,Kinshasa,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2021,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2021,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208
2021,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,PSE,ECU,State of Palestine,Ecuador,ASY,Dispersed in the country / territory,V,U,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6
2021,PSE,ECU,State of Palestine,Ecuador,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11
2021,PSE,ETH,State of Palestine,Ethiopia,ASY,Addis Ababa : Astedader akabibi - Chartered city,U,I,0,0,0,0,0,0,0,0,5,0,9,0,0,14,14
2021,PSE,FRA,State of Palestine,France,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2021,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
2021,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548
2021,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599
2021,PSE,GEO,State of Palestine,Georgia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2021,PSE,DEU,State of Palestine,Germany,ASY,Dispersed in the country / territory,V,U,22,27,20,96,5,0,170,15,39,23,658,0,0,735,905
2021,PSE,DEU,State of Palestine,Germany,REF,Dispersed in the country / territory,V,U,60,100,113,436,40,0,749,65,112,129,920,41,0,1267,2016
2021,PSE,DEU,State of Palestine,Germany,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2021,PSE,GHA,State of Palestine,Ghana,ASY,Accra : District,U,I,0,5,0,0,0,0,5,0,0,0,5,0,0,5,10
2021,PSE,GHA,State of Palestine,Ghana,REF,Accra : District,U,I,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2021,PSE,GHA,State of Palestine,Ghana,REF,Kumasi,U,I,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2021,PSE,GRC,State of Palestine,Greece,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,98,98,0,0,0,0,0,287,287,385
2021,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508
2021,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",REF,Dispersed in the country / territory,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2021,PSE,ISL,State of Palestine,Iceland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2021,PSE,ISL,State of Palestine,Iceland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
2021,PSE,IND,State of Palestine,India,ASY,Dispersed in the country / territory,U,I,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2021,PSE,IND,State of Palestine,India,REF,Dispersed in the country / territory,U,I,0,9,0,6,5,0,20,0,7,5,20,0,0,32,52
2021,PSE,IDN,State of Palestine,Indonesia,ASY,Bali : Provinsi - Province,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2021,PSE,IDN,State of Palestine,Indonesia,ASY,"Jakarta and Surrounding Areas (Province: DKI Jakarta, Jawa Barat, Banten)",U,I,0,5,11,7,0,0,23,0,7,0,46,0,0,53,76
2021,PSE,IDN,State of Palestine,Indonesia,ASY,Jawa Timur,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,PSE,IDN,State of Palestine,Indonesia,REF,"Jakarta and Surrounding Areas (Province: DKI Jakarta, Jawa Barat, Banten)",U,I,0,5,7,17,0,0,29,0,0,6,32,0,0,38,67
2021,PSE,IDN,State of Palestine,Indonesia,REF,Kepulauan Riau : Provinsi - Province,U,I,0,6,0,0,0,0,6,0,0,0,6,0,0,6,12
2021,PSE,IDN,State of Palestine,Indonesia,REF,Riau : Provinsi - Province,U,I,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6
2021,PSE,IDN,State of Palestine,Indonesia,REF,Sulawesi Selatan : Provinsi - Province,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2021,PSE,IDN,State of Palestine,Indonesia,REF,Sumatera Utara : Provinsi - Province,U,I,5,11,8,29,0,0,53,5,11,7,35,5,0,63,116
2021,PSE,IRL,State of Palestine,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,7,0,0,7,5,0,0,12,0,0,17,24
2021,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,7,21,5,0,33,0,13,10,67,7,0,97,130
2021,PSE,IRQ,State of Palestine,Iraq,ASY,Adhamiya-Istiqlal District: Baghdad Governorate,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2021,PSE,IRQ,State of Palestine,Iraq,ASY,Al-Karkh District: Baghdad Governorate,U,I,0,0,0,7,0,0,7,0,0,0,6,0,0,6,13
2021,PSE,IRQ,State of Palestine,Iraq,ASY,Al-Resafa District: Baghdad Governorate,U,I,0,0,0,7,0,0,7,0,0,0,15,0,0,15,22
