Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2001,PSE,DZA,State of Palestine,Algeria,REF,Alger,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2001,PSE,EGY,State of Palestine,Egypt,ASY,Cairo,U,U,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2001,PSE,EGY,State of Palestine,Egypt,REF,Cairo,U,U,0,7,0,23,5,0,35,0,5,0,84,10,0,99,134
2001,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2001,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2001,PSE,AZE,State of Palestine,Azerbaijan,ASY,Baku,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku,U,U,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7
2001,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,10,10,0,0,0,0,0,17,17,27
2001,PSE,BLR,State of Palestine,Belarus,REF,Vitebsk Region,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2001,PSE,BIH,State of Palestine,Bosnia and Herzegovina,ASY,Dispersed in the country / territory,C,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
2001,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2001,PSE,CHL,State of Palestine,Chile,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,PSE,CUB,State of Palestine,Cuba,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2001,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2001,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2001,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
2001,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868
2001,PSE,ECU,State of Palestine,Ecuador,ASY,Quito,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,24,24,0,0,0,0,0,54,54,78
2001,PSE,GRC,State of Palestine,Greece,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2001,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2001,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2001,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2001,PSE,CIV,State of Palestine,Côte d'Ivoire,REF,Abidjan,U,U,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7
2001,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2001,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
2001,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2001,PSE,KAZ,State of Palestine,Kazakhstan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150
2001,PSE,KWT,State of Palestine,Kuwait,OOC,Dispersed in the country / territory,R,U,250,565,485,1750,40,0,3090,200,592,508,1580,30,0,2910,6000
2001,PSE,KWT,State of Palestine,Kuwait,REF,Kuwait City,U,U,10,73,62,239,21,0,405,5,64,55,288,14,0,426,831
2001,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,U,U,50,81,69,300,90,0,590,50,65,55,100,120,0,390,980
2001,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7604
2001,PSE,MEX,State of Palestine,Mexico,REF,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2001,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2001,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2001,PSE,NLD,State of Palestine,Netherlands,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2001,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2001,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,9,0,0,9,0,0,5,10,0,0,15,24
2001,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2001,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2001,PSE,PAK,State of Palestine,Pakistan,REF,Islamabad,U,U,0,0,0,7,0,0,7,0,5,0,9,0,0,14,21
2001,PSE,PAK,State of Palestine,Pakistan,REF,Karachi,U,U,0,5,0,0,0,0,5,0,0,0,0,5,0,5,10
2001,PSE,PAK,State of Palestine,Pakistan,REF,Peshawar,U,U,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10
2001,PSE,PHL,State of Palestine,Philippines,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2001,PSE,PHL,State of Palestine,Philippines,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12
2001,PSE,ROU,State of Palestine,Romania,REF,Bucuresti,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2001,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2001,PSE,SAU,State of Palestine,Saudi Arabia,REF,Gulf,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
2001,PSE,ESP,State of Palestine,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,PSE,SRB,State of Palestine,Serbia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,5,5,0,0,0,0,0,10,10,15
2001,PSE,THA,State of Palestine,Thailand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2001,PSE,THA,State of Palestine,Thailand,REF,Bangkok,U,U,0,0,0,0,0,0,0,0,5,0,7,0,0,12,12
2001,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,U,0,0,0,10,0,0,10,0,0,0,9,0,0,9,19
2001,PSE,TUR,State of Palestine,Türkiye,ASY,Dispersed in the country / territory,U,U,5,0,0,0,0,0,5,0,0,0,5,0,0,5,10
2001,PSE,TUR,State of Palestine,Türkiye,REF,Ankara,U,U,0,0,0,7,0,0,7,0,0,5,8,0,0,13,20
2001,PSE,TUR,State of Palestine,Türkiye,REF,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,7,0,0,7,12
2001,PSE,ARE,State of Palestine,United Arab Emirates,ASY,Dispersed in the country / territory,U,U,0,5,0,10,0,0,15,0,5,0,13,0,0,18,33
2001,PSE,ARE,State of Palestine,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,5,0,9,0,0,14,0,7,0,8,0,0,15,29
2001,PSE,UKR,State of Palestine,Ukraine,ASY,Kiev,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2001,PSE,UKR,State of Palestine,Ukraine,REF,Odessa,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2001,PSE,YEM,State of Palestine,Yemen,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
2001,PSE,YEM,State of Palestine,Yemen,REF,Sana'a,U,U,0,8,7,33,0,0,48,5,6,5,50,9,0,75,123
2002,PSE,DZA,State of Palestine,Algeria,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2002,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,30100,30100,0,0,0,0,0,39900,39900,70000
2002,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
2002,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2002,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
2002,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku,U,U,0,0,0,6,0,0,6,0,0,0,8,0,0,8,14
2002,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2002,PSE,BLR,State of Palestine,Belarus,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2002,PSE,BLR,State of Palestine,Belarus,REF,Minsk,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2002,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2002,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2002,PSE,CHL,State of Palestine,Chile,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,CUB,State of Palestine,Cuba,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2002,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
2002,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2002,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2002,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188
2002,PSE,ECU,State of Palestine,Ecuador,ASY,Quito,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,24,24,0,0,0,0,0,55,55,79
2002,PSE,GRC,State of Palestine,Greece,ASY,Athens,U,U,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25
2002,PSE,GRC,State of Palestine,Greece,REF,Athens,U,U,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2002,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2002,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2002,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2002,PSE,CIV,State of Palestine,Côte d'Ivoire,REF,Abidjan,U,U,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7
2002,PSE,IDN,State of Palestine,Indonesia,REF,Jakarta,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2002,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2002,PSE,IRQ,State of Palestine,Iraq,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
2002,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2002,PSE,KAZ,State of Palestine,Kazakhstan,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,35,35,0,0,0,0,0,1114,1114,1149
2002,PSE,KWT,State of Palestine,Kuwait,OOC,Dispersed in the country / territory,R,U,250,565,485,1750,40,0,3090,200,592,508,1580,30,0,2910,6000
2002,PSE,KWT,State of Palestine,Kuwait,REF,Dispersed in the country / territory,U,U,11,88,76,261,15,0,451,7,91,78,273,11,0,460,911
2002,PSE,LBY,State of Palestine,Libya,ASY,Tripoli,U,U,0,0,7,0,0,0,7,0,0,0,7,0,0,7,14
2002,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7604
2002,PSE,LBY,State of Palestine,Libya,REF,Tripoli,U,U,55,81,69,300,90,0,595,65,65,55,100,120,0,405,1000
2002,PSE,MEX,State of Palestine,Mexico,REF,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2002,PSE,MYS,State of Palestine,Malaysia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,MAR,State of Palestine,Morocco,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813
2002,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2002,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,9,0,0,9,0,0,0,15,0,0,15,24
2002,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2002,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2002,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2002,PSE,PAK,State of Palestine,Pakistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2002,PSE,PER,State of Palestine,Peru,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,PHL,State of Palestine,Philippines,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2002,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2002,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
2002,PSE,ESP,State of Palestine,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,5,5,0,0,0,0,0,11,11,16
2002,PSE,THA,State of Palestine,Thailand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2002,PSE,THA,State of Palestine,Thailand,REF,Bangkok,U,U,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2002,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,U,0,0,0,10,0,0,10,0,0,0,9,0,0,9,19
2002,PSE,TUR,State of Palestine,Türkiye,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2002,PSE,TUR,State of Palestine,Türkiye,REF,Ankara,U,U,0,0,0,5,0,0,5,0,0,5,7,0,0,12,17
2002,PSE,TUR,State of Palestine,Türkiye,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2002,PSE,ARE,State of Palestine,United Arab Emirates,ASY,Dispersed in the country / territory,U,U,0,0,5,8,0,0,13,0,0,6,14,0,0,20,33
2002,PSE,ARE,State of Palestine,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,5,0,9,0,0,14,0,5,0,10,0,0,15,29
2002,PSE,UKR,State of Palestine,Ukraine,REF,Odessa,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2002,PSE,USA,State of Palestine,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2002,PSE,YEM,State of Palestine,Yemen,ASY,Sana'a,U,U,5,14,12,56,0,0,87,7,47,40,105,5,0,204,291
2002,PSE,YEM,State of Palestine,Yemen,REF,Aden,U,U,0,0,0,10,0,0,10,0,0,0,8,0,0,8,18
2002,PSE,YEM,State of Palestine,Yemen,REF,Sana'a,U,U,0,6,7,45,0,0,58,0,7,7,48,11,0,73,131
2003,PSE,DZA,State of Palestine,Algeria,REF,Alger,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2003,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70215
2003,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
2003,PSE,AZE,State of Palestine,Azerbaijan,ASY,Baku,U,U,0,5,0,0,0,0,5,0,0,0,6,0,0,6,11
2003,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2003,PSE,BEL,State of Palestine,Belgium,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2003,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2003,PSE,BLR,State of Palestine,Belarus,ASY,Minsk,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2003,PSE,BLR,State of Palestine,Belarus,REF,Minsk Region,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2003,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2003,PSE,BIH,State of Palestine,Bosnia and Herzegovina,ASY,Dispersed in the country / territory,U,U,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2003,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2003,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2003,PSE,TCD,State of Palestine,Chad,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,CHL,State of Palestine,Chile,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,CUB,State of Palestine,Cuba,REF,Dispersed in the country / territory,U,U,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2003,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
2003,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,9,0,0,9,14
2003,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2003,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834
2003,PSE,ECU,State of Palestine,Ecuador,ASY,Dispersed in the country / territory,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,24,24,0,0,0,0,0,52,52,76
2003,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2003,PSE,DEU,State of Palestine,Germany,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2003,PSE,GRC,State of Palestine,Greece,ASY,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,9,72,0,0,81,86
2003,PSE,GRC,State of Palestine,Greece,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2003,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2003,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2003,PSE,CIV,State of Palestine,Côte d'Ivoire,ASY,Abidjan,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2003,PSE,CIV,State of Palestine,Côte d'Ivoire,REF,Abidjan,U,U,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7
2003,PSE,IRL,State of Palestine,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2003,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2003,PSE,IRQ,State of Palestine,Iraq,REF,Anbar,U,U,13,11,9,32,5,0,70,5,8,7,31,5,0,56,126
2003,PSE,IRQ,State of Palestine,Iraq,REF,Babylon,U,U,0,0,7,19,0,0,26,0,9,0,18,5,0,32,58
2003,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad,U,U,883,1728,1482,6061,789,0,10943,921,1812,1554,6210,770,0,11267,22210
2003,PSE,IRQ,State of Palestine,Iraq,REF,Basrah,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2003,PSE,IRQ,State of Palestine,Iraq,REF,Diyala,U,U,6,17,14,46,5,0,88,11,12,11,34,5,0,73,161
2003,PSE,IRQ,State of Palestine,Iraq,REF,Kerbala,U,U,0,0,5,7,0,0,12,0,0,0,0,6,0,6,18
2003,PSE,IRQ,State of Palestine,Iraq,REF,Missan,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2003,PSE,IRQ,State of Palestine,Iraq,REF,Ninewa,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2003,PSE,IRQ,State of Palestine,Iraq,REF,Qadissiya,U,U,6,0,0,12,0,0,18,0,6,0,10,0,0,16,34
2003,PSE,IRQ,State of Palestine,Iraq,REF,Salah al-Din,U,U,0,0,9,15,0,0,24,0,6,6,12,0,0,24,48
2003,PSE,IRQ,State of Palestine,Iraq,REF,Tameem,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2003,PSE,IRQ,State of Palestine,Iraq,REF,Wassit,U,U,0,0,7,6,0,0,13,0,0,5,6,0,0,11,24
2003,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2003,PSE,KAZ,State of Palestine,Kazakhstan,REF,Almaty,U,U,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11
2003,PSE,KWT,State of Palestine,Kuwait,OOC,Kuwait City,R,U,250,565,485,1750,40,0,3090,200,592,508,1580,30,0,2910,6000
2003,PSE,KWT,State of Palestine,Kuwait,REF,Kuwait City,U,U,11,88,76,261,15,0,451,7,91,78,272,11,0,459,910
2003,PSE,LBY,State of Palestine,Libya,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2003,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8787
2003,PSE,LTU,State of Palestine,Lithuania,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2003,PSE,MDA,State of Palestine,Republic of Moldova,ASY,Chisinau,U,U,0,0,0,5,0,0,5,0,0,0,11,0,0,11,16
2003,PSE,MAR,State of Palestine,Morocco,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2003,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811
2003,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2003,PSE,NER,State of Palestine,Niger,REF,Niamey,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2003,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,9,0,0,9,0,0,0,15,0,0,15,24
2003,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
